Datum;Euro;US$
01.01.2015;;155
01.01.2015;;82
01.01.2015;;248,25
01.01.2015;146,69;177,5
01.01.2015;317,33;383,99
01.01.2015;257,2;311,23
01.01.2015;195,35;236,38
01.01.2015;189,45;229,25
01.01.2015;413,2;500
01.01.2015;32,23;39
01.01.2015;50,41;61
01.01.2015;275,19;333
01.01.2015;28,92;35
01.01.2015;21,49;26
01.01.2015;30,58;37
01.01.2015;41,77;50,55
01.01.2015;20,9;25,29
01.01.2015;42,15;51
01.01.2015;28,92;35
01.01.2015;33,88;41
01.01.2015;32,23;39
01.01.2015;74,38;90
01.01.2015;33,05;39,99
01.01.2015;77,68;94
01.01.2015;167,34;202,49
01.01.2015;180,56;218,49
01.01.2015;167,34;202,49
01.01.2015;138,42;167,5
01.01.2015;53,71;64,99
01.01.2015;137,39;166,25
01.01.2015;433,86;525
01.01.2015;188,01;227,5
01.01.2015;285,11;345
01.01.2015;170,65;206,5
01.01.2015;28,92;34,99
01.01.2015;424,77;514
01.01.2016;45,11;49
01.01.2016;70,88;77
01.01.2016;460,27;499,99
01.01.2016;525,64;571
01.01.2016;368,21;399,99
01.01.2016;23,01;25
01.01.2016;25,78;28
01.01.2016;28,54;31
01.01.2016;36,82;40
01.01.2016;41,89;45,5
01.01.2016;41,89;45,5
01.01.2016;18,87;20,5
01.01.2016;187,33;203,5
01.01.2016;45,11;49
01.01.2016;30,38;33
01.01.2016;37,74;41
01.01.2016;41,43;45
01.01.2016;37,74;41
01.01.2016;36,82;40
01.01.2016;35,9;39
01.01.2016;35,9;39
01.01.2016;33,14;36
01.01.2016;33,14;36
01.01.2016;33,14;36
01.01.2016;33,14;36
01.01.2016;33,14;36
01.01.2016;33,14;36
01.01.2016;40,96;44,5
01.01.2017;68,24;72
01.01.2017;379,1;399,99
01.01.2017;66,33;69,99
01.01.2017;24,64;26
01.01.2017;66,34;70
01.01.2017;29,38;31
01.01.2017;30,33;32
01.01.2017;21,8;23
01.01.2017;24,88;26,25
01.01.2017;65,4;69
01.01.2017;88,14;93
01.01.2017;658,7;695
01.01.2017;21,32;22,5
01.01.2017;47,38;49,99
01.01.2017;47,38;49,99
01.01.2017;37,9;39,99
01.01.2017;127,46;134,49
01.01.2017;114,2;120,49
01.01.2017;79,61;84
01.01.2017;84,35;89
01.01.2017;131,27;138,5
01.01.2017;56,82;59,95
01.01.2017;56,82;59,95
01.01.2017;68,24;72
01.01.2017;56,82;59,95
01.01.2017;155,68;164,26
01.01.2017;57,01;60,15
01.01.2017;191,11;201,64
01.01.2017;32,95;34,77
01.01.2017;139,8;147,5
01.01.2017;180,08;190
01.01.2017;154;162,49
01.01.2017;48,57;51,25
01.01.2017;68,24;72
01.01.2017;34,56;36,47
01.01.2017;162,19;171,13
01.01.2017;39,45;41,62
01.01.2017;24,64;26
01.01.2017;74,16;78,25
01.01.2017;19,96;21,06
01.01.2017;57,18;60,33
01.01.2017;12,31;12,99
01.01.2017;33,16;34,99
01.01.2017;38,88;41,02
01.01.2017;42,65;45
01.01.2017;48,34;51
01.01.2017;80,56;85
01.01.2017;162,54;171,5
01.01.2017;170,83;180,25
01.01.2017;232,3;245,1
01.01.2017;36,96;39
01.01.2017;42,65;45
01.01.2018;85,45;102,61
01.01.2018;254,83;306
01.01.2018;1.186,71;1.425,00
01.01.2018;171,54;205,99
01.01.2018;154,48;185,5
01.01.2018;172,8;207,5
01.01.2018;172,8;207,5
01.01.2018;25,82;31
01.01.2018;32,48;39
01.01.2018;33,31;40
01.01.2018;37,47;45
01.01.2018;29,98;36
01.01.2018;19,57;23,5
01.01.2018;41,64;50
01.01.2018;156,15;187,5
01.01.2018;41,63;49,99
01.01.2018;426,12;511,69
01.01.2018;416,39;500
01.01.2018;44,55;53,5
01.01.2018;333,1;399,99
01.01.2018;247,33;297
01.01.2018;216,11;259,5
01.01.2018;102,85;123,5
01.01.2019;44,61;51
01.01.2019;481,13;550
01.01.2019;86,56;98,95
01.01.2019;30,62;35
01.01.2019;26,23;29,99
01.01.2019;19,25;22
01.01.2019;27,99;32
01.01.2019;26,23;29,99
01.01.2019;32,37;37
01.01.2019;57,74;66
01.01.2019;65,61;75
01.01.2019;19,25;22
01.01.2019;87,46;99,98
01.01.2019;28,87;33
01.01.2019;26,23;29,99
01.01.2019;27,99;32
01.01.2019;34,99;40
01.01.2019;78,72;89,99
01.01.2019;88,34;100,99
01.01.2019;91,41;104,5
01.01.2019;69,94;79,95
01.01.2019;267,77;306,1
01.01.2019;101,49;116,02
01.02.2016;124,13;135,22
01.02.2016;103,97;112,5
01.02.2016;113,21;122,5
01.02.2016;52,22;56,51
01.02.2016;26,8;29
01.02.2016;36,96;39,99
01.02.2016;21,71;23,49
01.02.2016;18,47;19,99
01.02.2016;32,13;35
01.02.2016;80,63;87,25
01.02.2016;46,2;49,99
01.02.2016;58,21;62,99
01.02.2016;46,67;50,5
01.02.2016;41,59;45
01.02.2016;52,22;56,51
01.02.2016;36,96;39,99
01.02.2016;27,72;29,99
01.02.2016;96,36;104,27
01.02.2016;79,48;86
01.02.2016;1.544,96;1.683,00
01.02.2016;34,15;37,2
01.02.2016;36,71;39,99
01.02.2017;38,3;41
01.02.2017;140,19;151,5
01.02.2017;46,71;50
01.02.2017;57,91;62
01.02.2017;49,51;53
01.02.2017;51,44;55,07
01.02.2017;20,35;21,99
01.02.2017;37,36;39,99
01.02.2017;99,37;106,38
01.02.2017;93,4;99,99
01.02.2017;140,37;150,27
01.02.2017;1.120,57;1.211,00
01.02.2017;217,91;235,5
01.02.2017;210,51;227,5
01.02.2017;268,34;290
01.02.2017;56,44;61
01.02.2017;44,42;48
01.02.2018;293;365
01.02.2018;146,5;182,5
01.02.2018;141,4;175,5
01.02.2018;220,75;275
01.02.2018;22,88;28,5
01.02.2018;33,89;42,06
01.02.2018;112,37;139,99
01.02.2018;33,89;42,06
01.02.2018;36,93;46
01.02.2018;12,92;16,1
01.02.2018;24,08;30
01.02.2018;52,98;66
01.02.2018;152,92;190,5
01.02.2018;98,33;122,5
01.02.2018;21,86;27,23
01.02.2018;32,07;39,95
01.02.2018;65,66;81,8
01.02.2018;142,48;177,5
01.02.2018;136,87;170,5
01.02.2019;28,76;33
01.02.2019;24,42;28
01.02.2019;27,02;31
01.02.2019;67,14;77
01.02.2019;50,19;57,56
01.02.2019;39,68;45,5
01.02.2019;87,14;99,99
01.02.2019;105,95;121,5
01.02.2019;35,75;41
01.02.2019;139,44;160
01.02.2019;21,79;25
01.02.2019;95,11;109,13
01.02.2019;149,64;
01.02.2019;58,67;67,32
01.02.2019;265,81;305
01.02.2019;299,89;344,11
01.02.2019;291,25;334
01.02.2019;236;270,95
01.02.2019;333,1;382
01.03.2015;72,23;81
01.03.2015;380,25;426,41
01.03.2015;261,28;293
01.03.2015;179,2;200,95
01.03.2015;139,11;156
01.03.2015;350,46;393
01.03.2015;121,13;135,83
01.03.2015;65,97;73,98
01.03.2015;401,39;450,11
01.03.2015;35,67;40
01.03.2015;84,72;95
01.03.2015;84,72;95
01.03.2015;84,72;95
01.03.2015;84,72;95
01.03.2015;223,39;250,51
01.03.2015;208,91;234,27
01.03.2015;178,36;200,01
01.03.2015;68,66;77
01.03.2015;23,68;26,55
01.03.2015;76,86;86,19
01.03.2015;35,66;39,99
01.03.2015;28,09;31,5
01.03.2015;35,67;40
01.03.2015;23,22;26,04
01.03.2015;58,86;66
01.03.2015;50,38;56,5
01.03.2015;24,08;27
01.03.2015;31,2;34,99
01.03.2015;44,58;49,99
01.03.2015;56,18;63
01.03.2015;44,54;49,95
01.03.2015;37,44;41,99
01.03.2015;81,15;91
01.03.2015;72,22;80,99
01.03.2015;80,25;89,99
01.03.2015;120,38;134,99
01.03.2015;67,73;75,95
01.03.2015;44,58;49,99
01.03.2015;123,05;137,99
01.03.2015;236,31;265
01.03.2015;114,58;128,49
01.03.2015;89,17;99,99
01.03.2015;31,21;35
01.03.2015;227,4;255
01.03.2015;159,62;179
01.03.2015;63,31;71
01.03.2015;52,61;59
01.03.2015;26,75;30
01.03.2015;84,72;95
01.03.2015;255,98;287,05
01.03.2015;31,21;35
01.03.2015;668,8;749,99
01.03.2015;203,1;227,75
01.03.2015;198,41;222,5
01.03.2015;38,19;42,83
01.03.2015;189,5;212,5
01.03.2015;227,4;255
01.03.2015;32,1;36
01.03.2015;112,03;125,63
01.03.2015;160,51;179,99
01.03.2015;176,67;198,12
01.03.2015;35,66;39,99
01.03.2015;45,48;51
01.03.2015;45,48;51
01.03.2015;44,59;50
01.03.2015;45,48;51
01.03.2016;266,9;290
01.03.2016;202,47;220
01.03.2016;14,73;16
01.03.2016;30,09;32,88
01.03.2016;26,69;29
01.03.2016;29,45;32
01.03.2016;28,53;31
01.03.2016;91,48;99,95
01.03.2016;135,75;147,5
01.03.2016;515,39;560
01.03.2016;80,98;87,99
01.03.2016;46,94;51
01.03.2017;118,58;126
01.03.2017;179,77;190
01.03.2017;1.599,85;1.700,00
01.03.2017;36,9;39
01.03.2017;32,94;35
01.03.2017;33,88;36
01.03.2017;22,11;23,49
01.03.2017;47,31;50
01.03.2017;118,81;125,57
01.03.2017;20,11;21,37
01.03.2017;20,11;21,37
01.03.2017;20,11;21,37
01.03.2017;23,52;24,99
01.03.2017;56,77;60
01.03.2017;23,52;24,99
01.03.2017;26,25;27,89
01.03.2017;22,59;24
01.03.2017;59,61;63
01.03.2017;42,58;45
01.03.2017;2.493,88;2.650,00
01.03.2018;489,72;599,33
01.03.2018;332,06;405
01.03.2018;304,19;371
01.03.2018;271,73;332,55
01.03.2018;541,14;660
01.03.2018;16,4;20
01.03.2018;82,53;101
01.03.2018;61,24;74,95
01.03.2018;71,91;88
01.03.2018;19,89;24,26
01.03.2018;12,26;15
01.03.2018;28,6;35
01.03.2018;43,98;53,83
01.03.2018;15,52;19
01.03.2018;80,08;98
01.03.2018;31,87;39
01.03.2018;73,54;90
01.03.2018;124,61;152,5
01.03.2018;81,7;99,99
01.03.2018;204,28;250
01.03.2018;163,01;199,5
01.03.2018;136,87;167,5
01.03.2018;40,85;49,99
01.03.2018;172,82;211,5
01.03.2018;144,41;176,73
01.03.2018;171,98;210,47
01.03.2018;45,31;55,45
01.03.2018;53,93;66
01.03.2018;122,57;150
01.03.2018;140,2;171
01.03.2018;130,5;159,16
01.03.2018;185,73;226,53
01.03.2018;165,21;201,5
01.03.2018;251,7;306,99
01.03.2018;233,67;285
01.03.2018;108,64;132,5
01.03.2018;158,65;193,5
01.03.2018;373,06;455
01.03.2018;336,16;410
01.04.2015;48,42;52
01.04.2015;512,08;549,95
01.04.2015;9,77;10,49
01.04.2015;18,62;20
01.04.2015;18,16;19,5
01.04.2015;55,86;59,99
01.04.2015;27,89;29,95
01.04.2015;47,49;51
01.04.2015;46,55;49,99
01.04.2015;26,07;28
01.04.2015;32,59;35
01.04.2015;41,5;44,95
01.04.2015;107,08;115
01.04.2015;51,2;54,99
01.04.2015;68,89;73,99
01.04.2015;27,92;29,99
01.04.2015;20,01;21,49
01.04.2015;153,64;165
01.04.2015;57,73;62
01.04.2015;38,18;41
01.04.2015;1.396,70;1.500,00
01.04.2015;130,36;140
01.04.2015;129,19;138,75
01.04.2015;129,19;138,75
01.04.2015;129,19;138,75
01.04.2015;129,19;138,75
01.04.2015;49,32;52,97
01.04.2016;177,7;202,5
01.04.2016;34,66;39,5
01.04.2016;53,31;60,75
01.04.2016;38,93;44,36
01.04.2016;28,09;32,01
01.04.2016;78,27;88,88
01.04.2016;117,35;133,73
01.04.2016;123;140,17
01.04.2016;136,89;156
01.04.2016;126,8;144,5
01.04.2016;20,18;23
01.04.2016;30,33;34,56
01.04.2016;268,52;306
01.04.2016;36,07;41,1
01.04.2016;30,71;35
01.04.2017;16,78;18,01
01.04.2017;121,54;129,99
01.04.2017;132,3;141,5
01.04.2017;28;29,95
01.04.2017;28,97;30,99
01.04.2017;37,25;39,99
01.04.2017;23,28;24,99
01.04.2017;38,33;41
01.04.2017;74,79;79,99
01.04.2017;84,14;89,99
01.04.2017;556,31;595
01.04.2017;41,92;45
01.04.2017;77,78;83,5
01.04.2017;53,1;57
01.04.2017;46,57;49,99
01.04.2017;48,44;52
01.04.2017;42,85;46
01.04.2017;457,39;491
01.04.2017;73,59;79
01.04.2017;42,07;45
01.04.2017;34,59;37
01.04.2017;36,46;39
01.04.2017;163,62;175
01.04.2017;298,73;319,51
01.04.2017;454,4;486
01.04.2017;61,71;66
01.04.2017;72,64;77,69
01.04.2017;71,99;77
01.04.2017;280,49;300
01.04.2017;257,12;275
01.04.2018;164,65;202,5
01.04.2018;137,82;169,5
01.04.2018;92,29;113,5
01.04.2018;168,72;207,5
01.04.2018;148,39;182,5
01.04.2018;313,03;384,99
01.04.2018;212,22;261
01.04.2018;29,66;36,48
01.04.2018;232,55;286
01.04.2018;60,98;75
01.04.2018;46,35;57
01.04.2018;22,77;28
01.04.2018;49,6;61
01.04.2018;27,54;33,87
01.04.2018;16,26;20
01.04.2018;21,14;26
01.04.2018;19,38;23,83
01.04.2018;12,6;15,5
01.04.2018;26,83;33
01.04.2018;48,79;60
01.04.2018;20,32;24,99
01.04.2018;39,03;48
01.04.2018;29,66;36,48
01.04.2018;17,57;21,61
01.04.2018;52,85;65
01.04.2018;60,98;75
01.04.2018;36,58;44,99
01.04.2018;28,46;35
01.04.2018;23,58;29
01.04.2018;105,69;129,99
01.04.2018;101,63;124,99
01.04.2018;32,53;40,01
01.04.2018;252,06;310
01.04.2018;287,84;354
01.04.2018;60,98;75
01.04.2018;73,99;91
01.04.2018;162,61;199,99
01.04.2018;113,83;139,99
01.04.2018;113,83;139,99
01.04.2018;162,61;199,99
01.04.2018;37,4;46
01.04.2018;138,23;170
01.04.2018;43,18;53,11
01.04.2018;76,43;94
01.04.2018;148,39;182,5
01.04.2018;150,42;185
01.04.2018;113,83;140
01.04.2018;22,77;28
01.04.2018;40,74;50,1
01.04.2018;39,04;48,01
01.04.2018;83,34;102,5
01.04.2018;26,83;33
01.04.2018;28,26;34,76
01.05.2015;97,39;108,59
01.05.2015;138,57;154,5
01.05.2015;31,38;34,99
01.05.2015;23,32;26
01.05.2015;23,32;26
01.05.2015;71,75;80
01.05.2015;30,79;34,33
01.05.2015;20,18;22,5
01.05.2015;26,9;29,99
01.05.2015;35,87;39,99
01.05.2015;46,59;51,95
01.05.2015;22,86;25,49
01.05.2015;19,28;21,5
01.05.2015;37,67;42
01.05.2015;35,83;39,95
01.05.2015;49,28;54,95
01.05.2015;42,16;47,01
01.05.2015;53,81;60
01.05.2015;35,87;39,99
01.05.2015;161,88;180,5
01.05.2015;52,02;58
01.05.2015;113,25;126,27
01.05.2015;25,8;28,77
01.05.2015;25,49;28,42
01.05.2015;25,49;28,42
01.05.2015;25,49;28,42
01.05.2015;25,49;28,42
01.05.2015;25,49;28,42
01.05.2015;25,49;28,42
01.05.2015;23,32;26
01.05.2015;26;28,99
01.05.2015;114,35;127,5
01.05.2015;15,7;17,5
01.05.2015;38,38;42,79
01.05.2015;26,9;29,99
01.05.2015;24,92;27,79
01.05.2015;54,71;61
01.05.2015;80,72;90
01.05.2015;28,7;32
01.05.2015;59,19;66
01.05.2015;27,13;30,25
01.05.2015;70,85;79
01.05.2015;260,99;291
01.05.2015;75,34;84
01.05.2015;75,34;84
01.05.2015;75,34;84
01.05.2015;75,34;84
01.05.2015;75,34;84
01.05.2015;181,61;202,5
01.05.2015;44,83;49,99
01.05.2016;248,83;285
01.05.2016;45,39;51,99
01.05.2016;111,77;128,02
01.05.2016;31,43;36
01.05.2016;32,3;37
01.05.2016;43,65;49,99
01.05.2016;43,65;49,99
01.05.2016;87,31;100
01.05.2016;10,91;12,5
01.05.2016;43,65;49,99
01.05.2016;12,66;14,5
01.05.2016;17,9;20,5
01.05.2016;31,43;36
01.05.2016;33,18;38
01.05.2016;33,17;37,99
01.05.2016;43,65;49,99
01.05.2016;43,65;49,99
01.05.2016;45,48;52,09
01.05.2016;34,92;40
01.05.2016;21,83;25
01.05.2016;37,54;43
01.05.2016;249,31;285,55
01.05.2016;134,88;154,49
01.05.2016;44,53;51
01.05.2016;17,46;20
01.05.2016;17,46;20
01.05.2016;39,24;44,95
01.05.2016;43,65;49,99
01.05.2016;32,3;37
01.05.2017;94,13;102,5
01.05.2017;179,07;195
01.05.2017;229,57;249,99
01.05.2017;169,89;185
01.05.2017;371,91;405
01.05.2017;326;355
01.05.2017;24,68;26,88
01.05.2017;82,64;89,99
01.05.2017;106,06;115,5
01.05.2017;52,34;57
01.05.2017;169,89;185
01.05.2017;514,25;560
01.05.2017;29,69;32,33
01.05.2017;18,36;19,99
01.05.2017;55,1;60
01.05.2018;214,35;260
01.05.2018;371;450
01.05.2018;61,01;74
01.05.2018;59,36;72
01.05.2018;10,13;12,29
01.05.2018;41,21;49,99
01.05.2018;185,5;225
01.05.2018;162,83;197,5
01.05.2018;57,7;69,99
01.05.2018;82,44;99,99
01.05.2018;164,88;199,99
01.05.2018;116,66;141,5
01.05.2018;103,05;124,99
01.05.2018;26,38;32
01.05.2018;138,09;167,5
01.05.2018;46,17;56
01.05.2018;206,11;250
01.05.2018;26,95;32,69
01.05.2018;25,56;31
01.05.2018;168,47;204,35
01.05.2018;257,4;312,21
01.05.2018;199,11;241,51
01.06.2015;36,48;39,99
01.06.2015;53,82;59
01.06.2015;114,92;125,99
01.06.2015;273,64;300
01.06.2015;18,2;19,95
01.06.2015;45,6;49,99
01.06.2015;296,44;325
01.06.2015;46,52;51
01.06.2015;13,67;14,99
01.06.2015;323,81;355
01.06.2015;136,82;150
01.06.2015;94,41;103,5
01.06.2015;107,63;118
01.06.2015;144,16;158,05
01.06.2015;72,96;79,99
01.06.2015;84,02;92,11
01.06.2015;125,87;138
01.06.2015;46,52;51
01.06.2015;101,25;111
01.06.2015;45,56;49,95
01.06.2015;280,93;307,99
01.06.2015;280,02;307
01.06.2015;38,31;42
01.06.2015;182,42;199,99
01.06.2015;27,36;30
01.06.2015;237,15;260
01.06.2015;83,78;91,85
01.06.2015;560,05;614
01.06.2015;549,11;602,01
01.06.2015;88,1;96,59
01.06.2015;27,35;29,99
01.06.2016;303,47;338
01.06.2016;13,57;15,11
01.06.2016;57,46;64
01.06.2016;10,32;11,49
01.06.2016;32,32;36
01.06.2016;14,81;16,5
01.06.2016;28,73;32
01.06.2016;23,34;26
01.06.2016;86,19;96
01.06.2016;6,73;7,5
01.06.2016;67,34;75
01.06.2016;13,92;15,5
01.06.2016;69,13;77
01.06.2016;23,34;26
01.06.2016;36,82;41,01
01.06.2016;13,92;15,5
01.06.2016;31,42;35
01.06.2016;64,47;71,81
01.06.2016;48,48;54
01.06.2016;42,91;47,79
01.06.2016;40,9;45,55
01.06.2016;35,9;39,99
01.06.2016;204,26;227,5
01.06.2016;45,79;51
01.06.2016;63,75;71
01.06.2016;53,86;59,99
01.06.2016;17,95;19,99
01.06.2016;18,41;20,5
01.06.2016;82,6;92
01.06.2016;22;24,5
01.06.2017;106,71;119,99
01.06.2017;62,25;70
01.06.2017;43,58;49
01.06.2017;319,26;359
01.06.2017;27,56;30,99
01.06.2017;62,24;69,99
01.06.2017;88,05;99,01
01.06.2017;80,03;89,99
01.06.2017;40,02;45
01.06.2017;115,61;130
01.06.2017;45,58;51,25
01.06.2017;227,66;256
01.06.2017;80,03;89,99
01.06.2017;44,46;49,99
01.06.2017;82,48;92,75
01.06.2017;153,41;172,5
01.06.2017;88,92;99,99
01.06.2017;88,92;99,99
01.06.2017;228,6;257,05
01.06.2017;266,78;299,99
01.06.2017;50,69;57
01.06.2017;191,2;215
01.06.2017;44,02;49,5
01.06.2017;27,57;31
01.06.2017;19,79;22,25
01.06.2017;66,69;74,99
01.06.2017;32,02;36
01.06.2018;47,97;56
01.06.2018;1.136,81;1.327,00
01.06.2018;256,15;299
01.06.2018;235,59;275
01.06.2018;26,56;31
01.06.2018;26,56;31
01.06.2018;7,28;8,5
01.06.2018;38,55;45
01.06.2018;119,34;138
01.06.2018;19,7;22,99
01.06.2018;52,32;61,07
01.06.2018;26,38;30,5
01.06.2018;26,38;30,5
01.06.2018;440,33;514
01.06.2018;88,66;103,49
01.06.2018;84,7;98,87
01.06.2018;51,39;59,99
01.06.2018;36,84;43
01.06.2018;42,83;50
01.06.2018;85,67;100
01.06.2018;316,97;370
01.06.2018;147,78;172,5
01.06.2018;184,19;215
01.06.2018;87,81;102,5
01.06.2018;69,35;80,95
01.06.2018;39,4;45,99
01.07.2015;237,46;264,55
01.07.2015;80,68;89,88
01.07.2015;101,88;113,5
01.07.2015;38,6;43
01.07.2015;17,91;19,95
01.07.2015;50,27;56
01.07.2015;99,63;111
01.07.2015;44,87;49,99
01.07.2015;30,52;34
01.07.2015;33,72;37,57
01.07.2015;21,99;24,5
01.07.2015;32,31;36
01.07.2015;89,54;99,76
01.07.2015;80,79;90,01
01.07.2015;66,42;74
01.07.2015;109,96;122,5
01.07.2015;44,88;50
01.07.2015;28,72;32
01.07.2015;44,88;50
01.07.2015;23,33;25,99
01.07.2015;37,7;42
01.07.2015;35,9;40
01.07.2015;64,63;72
01.07.2015;35,9;40
01.07.2015;27,83;31
01.07.2015;53,85;59,99
01.07.2015;44,88;50
01.07.2016;73,81;82
01.07.2016;196,68;218,5
01.07.2016;130,52;145
01.07.2016;900,13;1.000,00
01.07.2016;79,21;88
01.07.2016;34,2;38
01.07.2016;60,34;67
01.07.2016;148,61;165
01.07.2016;18,01;20
01.07.2016;38,79;43,09
01.07.2016;90,01;100
01.07.2016;22,49;24,99
01.07.2016;68,41;76
01.07.2016;45,01;50
01.07.2016;63,91;71
01.07.2016;135,02;150
01.07.2016;17,99;19,99
01.07.2016;37,8;41,99
01.07.2016;45,91;51
01.07.2016;27,3;30,33
01.07.2016;27,3;30,33
01.07.2016;27,3;30,33
01.07.2016;18,45;20,5
01.07.2016;249,06;276,69
01.07.2016;81,01;90
01.07.2017;60,39;69
01.07.2017;12,54;14,33
01.07.2017;49,49;56,55
01.07.2017;18,38;21
01.07.2017;52,5;59,99
01.07.2017;151,84;173,5
01.07.2017;38,51;44
01.07.2017;42,98;49,11
01.07.2017;52,4;59,88
01.07.2017;70,09;80,09
01.07.2017;350,06;399,99
01.07.2018;404,26;472
01.07.2018;518,98;605,95
01.07.2018;85,64;99,99
01.07.2018;93,78;109,5
01.07.2018;68,51;79,99
01.07.2018;42,82;49,99
01.07.2018;154,16;179,99
01.07.2018;85,64;99,99
01.07.2018;21,4;24,99
01.07.2018;17,98;20,99
01.07.2018;145,6;170
01.07.2018;52,25;61
01.07.2018;117,77;137,5
01.07.2018;35,6;41,56
01.07.2018;15,41;17,99
01.07.2018;15,41;17,99
01.07.2018;17,12;19,99
01.07.2018;148,6;173,5
01.07.2018;299,76;349,99
01.07.2018;92,93;108,5
01.07.2018;346,87;405
01.07.2018;193,56;226
01.08.2015;271,53;300
01.08.2015;66,07;73
01.08.2015;9,38;10,36
01.08.2015;278,77;308
01.08.2015;36,2;40
01.08.2015;40,73;45
01.08.2015;36,66;40,5
01.08.2015;36,66;40,5
01.08.2015;63,36;70
01.08.2015;18,55;20,5
01.08.2015;22,62;24,99
01.08.2015;34,09;37,66
01.08.2015;43,34;47,88
01.08.2015;18,55;20,5
01.08.2015;37,11;41
01.08.2015;27,15;30
01.08.2015;86,89;96
01.08.2015;44,35;49
01.08.2015;36,2;40
01.08.2015;56,12;62
01.08.2015;54,31;60
01.08.2015;54,31;60
01.08.2015;36,2;40
01.08.2015;152,06;168
01.08.2015;41,63;46
01.08.2015;40,73;45
01.08.2015;42,54;47
01.08.2015;41,63;46
01.08.2015;40,73;45
01.08.2015;10,41;11,5
01.08.2016;53,7;60
01.08.2016;136,49;152,49
01.08.2016;111,88;125
01.08.2016;52,36;58,5
01.08.2016;68,92;77
01.08.2016;50,25;56,14
01.08.2016;52,8;58,99
01.08.2016;80,56;90
01.08.2016;366,97;410
01.08.2017;57,45;67
01.08.2017;299,27;349
01.08.2017;10,73;12,51
01.08.2017;9,01;10,51
01.08.2017;21,44;25
01.08.2017;21,44;25
01.08.2017;8,1;9,45
01.08.2017;52,66;61,41
01.08.2017;85,75;100
01.08.2017;94,33;110
01.08.2017;122,19;142,5
01.08.2017;131,63;153,5
01.08.2017;42,87;49,99
01.08.2017;207,09;241,5
01.08.2017;17,58;20,5
01.08.2017;47,16;55
01.08.2017;42,87;49,99
01.08.2017;80,18;93,5
01.08.2017;19,71;22,99
01.08.2018;30,84;36
01.08.2018;321,27;375
01.08.2018;99,81;116,5
01.08.2018;61,68;72
01.08.2018;348,18;406,41
01.08.2018;16,23;18,95
01.08.2018;22,27;26
01.08.2018;60,83;71
01.08.2018;46,26;54
01.08.2018;245,88;287
01.08.2018;14,99;17,5
01.08.2018;49,03;57,23
01.08.2018;19,28;22,5
01.08.2018;161,96;189,05
01.08.2018;86,52;100,99
01.08.2018;107,08;124,99
01.08.2018;219,32;256
01.08.2018;85,66;99,99
01.08.2018;154,2;179,99
01.08.2018;107,08;124,99
01.08.2018;62,02;72,39
01.08.2018;65,88;76,9
01.08.2018;59,11;69
01.08.2018;101,52;118,5
01.08.2018;51,36;59,95
01.09.2015;111,91;126
01.09.2015;66,84;75
01.09.2015;135,98;152,59
01.09.2015;85,27;96
01.09.2015;222,04;249,99
01.09.2015;57,72;64,99
01.09.2015;44,56;50
01.09.2015;35,65;40
01.09.2015;19,54;22
01.09.2015;49,74;56
01.09.2015;53,47;60
01.09.2015;13,77;15,5
01.09.2015;10,09;11,36
01.09.2015;10,09;11,36
01.09.2015;30,25;33,94
01.09.2015;30,25;33,94
01.09.2015;89,11;99,99
01.09.2015;30,49;34,33
01.09.2015;35,52;39,99
01.09.2015;77,53;87
01.09.2015;35,48;39,95
01.09.2015;181,35;203,5
01.09.2015;133,66;149,99
01.09.2015;91,34;102,5
01.09.2015;17,82;20
01.09.2015;17,82;20
01.09.2015;72,18;81
01.09.2015;47,22;52,99
01.09.2015;142,57;159,99
01.09.2015;44,55;49,99
01.09.2015;40,99;46
01.09.2015;110,06;123,5
01.09.2015;81,09;91
01.09.2015;138,56;156
01.09.2015;31,08;34,99
01.09.2015;15,66;17,63
01.09.2015;15,66;17,63
01.09.2015;39,17;44,1
01.09.2015;310,86;349,99
01.09.2016;151,29;168,5
01.09.2016;59,36;66,11
01.09.2016;224,47;250
01.09.2016;62,84;69,99
01.09.2016;36,8;40,99
01.09.2016;37,71;42
01.09.2016;137,82;153,5
01.09.2016;71,82;79,99
01.09.2016;13,47;15
01.09.2016;23,34;26
01.09.2016;408,53;455
01.09.2016;47,59;53
01.09.2016;275,35;306,67
01.09.2016;275,35;306,67
01.09.2016;275,35;306,67
01.09.2016;35,91;39,99
01.09.2016;206,06;229,5
01.09.2016;178,68;199
01.09.2016;45,79;51
01.09.2016;51,18;57
01.09.2016;39,28;43,75
01.09.2018;36,1;42
01.09.2018;219,16;254,99
01.09.2018;249,25;290
01.09.2018;121,19;141
01.09.2018;35,24;41
01.09.2018;93,23;108,47
01.09.2018;25,74;29,95
01.09.2018;48,13;56
01.09.2018;25,74;29,95
01.09.2018;150,37;174,95
01.09.2018;25,74;29,95
01.09.2018;35,24;41
01.09.2018;48,13;56
01.09.2018;69,62;81
01.09.2018;232,06;270
01.09.2018;58,44;68
01.09.2018;27,24;31,69
01.09.2018;32,39;37,69
01.09.2018;46,41;54
01.09.2018;24,5;28,5
01.09.2018;49,09;57,12
01.09.2018;52,43;61
01.09.2018;40,83;47,5
01.09.2018;35,24;41
01.09.2018;27,05;31,47
01.09.2018;30,94;36
01.09.2018;22,35;26
01.09.2018;33,52;39
01.09.2018;91,96;107
01.09.2018;58,44;68
01.09.2018;32,39;37,69
01.09.2018;31,8;37
01.09.2018;35,64;41,47
01.09.2018;34,38;40
