Datum;Euro;US$
19.10.2016;60,94;66,98
19.10.2016;135,1;148,5
19.10.2016;216,42;237,5
19.10.2016;166,29;182,49
19.10.2016;37,36;41
19.10.2016;41,01;45
19.10.2016;267,8;293,88
19.10.2016;64,31;70,57
19.10.2016;150,81;165,5
19.10.2016;41,01;45
19.10.2017;28,93;34
19.10.2017;301,45;355
19.10.2017;368,52;433,99
19.10.2017;100,93;118,61
19.10.2017;250,17;294
19.10.2017;339,65;399,99
19.10.2017;23,35;27,5
19.10.2017;31,88;37,54
19.10.2017;34,82;41,01
19.10.2017;35,66;42
19.10.2017;194,84;229,45
19.10.2017;240,11;282,77
19.10.2017;146,3;172,29
19.10.2017;128,91;151,49
19.10.2017;25,52;29,99
19.10.2017;104,24;122,5
19.10.2017;42,54;49,99
19.10.2017;26,21;30,87
19.10.2017;29,51;34,75
19.10.2017;27,44;32,32
19.10.2017;46,38;54,51
19.10.2017;76,57;89,99
19.10.2017;28,11;33,1
19.10.2017;73,08;85,88
19.10.2017;30,62;35,99
19.10.2017;33,19;39
19.10.2017;561,61;660
19.10.2017;754,77;887
19.10.2017;218,33;256,58
19.10.2017;34,88;40,99
19.10.2017;36,58;42,99
19.10.2017;251,97;296,11
19.10.2017;172,31;202,5
19.10.2017;43,31;51
19.10.2017;42,45;49,99
19.10.2018;90,94;104,49
19.10.2018;353,36;406,01
19.10.2018;30,42;34,95
19.10.2018;31,33;36
19.10.2018;35,68;41
19.10.2018;59,18;68
19.10.2018;48,74;56
19.10.2018;49,61;57
19.10.2018;82,68;95
19.10.2018;88,76;101,99
19.10.2018;49,61;57
19.10.2018;148,39;170,5
19.10.2018;176,24;202,5
19.10.2018;174,06;200
19.10.2018;43,51;49,99
19.10.2018;609,22;699,99
19.10.2018;51,35;59
19.11.2014;52,63;66
19.11.2014;153,5;192,5
19.11.2014;169,57;212,5
19.11.2014;33,49;42
19.11.2014;39,1;49
19.11.2014;52,63;66
19.11.2014;23,12;29
19.11.2014;17,14;21,5
19.11.2014;20,73;26
19.11.2014;41,47;52
19.11.2014;27,13;34
19.11.2014;35,88;45
19.11.2014;67,69;84,83
19.11.2014;55,9;70,1
19.11.2014;103,73;129,99
19.11.2014;59,81;75
19.11.2014;67,83;85
19.11.2014;;73
19.11.2014;90,58;113,59
19.11.2014;11,64;14,6
19.11.2014;143,53;180
19.11.2014;78,94;99
19.11.2014;35,91;45
19.11.2014;24,74;31
19.11.2014;327,2;410,03
19.11.2014;67,83;85
19.11.2014;39,89;49,99
19.11.2014;55,85;69,99
19.11.2014;13,78;17,27
19.11.2014;143,6;179,95
19.11.2014;90,66;113,61
19.11.2014;263,88;330,92
19.11.2014;53,16;66,66
19.11.2014;598,06;750
19.11.2014;32,69;40,99
19.11.2014;398,67;499,95
19.11.2014;39,87;50
19.11.2014;135,55;169,99
19.11.2014;29,5;37
19.11.2014;20,73;26
19.11.2015;79,17;85,01
19.11.2015;157,55;169,16
19.11.2015;94,98;101,98
19.11.2015;107,14;115,04
19.11.2015;139,69;149,99
19.11.2015;11,64;12,5
19.11.2015;23,27;24,99
19.11.2015;38,43;40,9
19.11.2015;33,61;36,09
19.11.2015;28,66;30,5
19.11.2015;39,07;41,95
19.11.2015;21,89;23,5
19.11.2015;29,18;31,33
19.11.2015;21,41;22,99
19.11.2015;66,13;71
19.11.2015;30,27;32,5
19.11.2015;56,36;59,99
19.11.2015;70,77;75,99
19.11.2015;47,5;51
19.11.2015;146,94;157,77
19.11.2015;16,76;18
19.11.2015;34,46;37
19.11.2015;43,73;46,95
19.11.2015;40,05;43
19.11.2015;23,38;25,1
19.11.2015;176,91;189,95
19.11.2015;464,75;499
19.11.2015;68,91;73,99
19.11.2015;28,86;30,99
19.11.2015;18,62;19,99
19.11.2016;56,74;60
19.11.2016;253,33;267,88
19.11.2016;373,54;395
19.11.2016;373,54;395
19.11.2016;349,91;370,01
19.11.2016;27,94;29,55
19.11.2016;48,23;51
19.11.2016;77,54;82
19.11.2016;291,27;308
19.11.2016;84,16;89
19.11.2016;331,93;351
19.11.2016;44,45;47
19.11.2016;56,73;59,99
19.11.2016;406,66;430,02
19.11.2016;94,56;99,99
19.11.2016;278,03;294
19.11.2016;42,56;45
19.11.2016;48,23;51
19.11.2016;42,56;45
19.11.2016;66,2;70
19.11.2016;51,07;54
19.11.2016;86,06;91
19.11.2016;121,99;129
19.11.2016;27,42;29
19.11.2016;70,93;75
19.11.2016;70,93;75
19.11.2016;70,93;75
19.11.2016;70,93;75
19.11.2016;401,91;425
19.11.2016;189,61;200,5
19.11.2016;291,27;308
19.11.2016;38,76;40,99
19.11.2016;28,36;29,99
19.11.2016;29,31;30,99
19.11.2017;26,31;31
19.11.2017;25,46;30
19.11.2017;47,53;56
19.11.2017;87,84;103,5
19.11.2017;237,64;279,99
19.11.2017;364,96;430
19.11.2017;339,5;400
19.11.2017;1.294,33;1.525,00
19.11.2017;22,92;27
19.11.2017;169,74;199,99
19.11.2017;212,18;249,99
19.11.2017;19,95;23,5
19.11.2017;73,84;87
19.11.2017;259,71;306
19.11.2017;252,08;297
19.11.2017;250,38;295
19.11.2017;13,57;15,99
19.11.2017;42,43;49,99
19.11.2017;16,97;20
19.11.2017;21,22;25
19.11.2017;18,25;21,5
19.11.2017;216,43;255
19.11.2017;81,48;96
19.11.2017;741,78;873,98
19.11.2017;241,04;284
19.11.2017;33,1;39
19.11.2017;152,77;180
19.11.2017;1.039,71;1.225,00
19.11.2017;148,53;175
19.11.2017;59,41;70
19.11.2017;16,12;18,99
19.11.2017;48,38;57
19.11.2017;33,94;39,99
19.11.2017;22,92;27
19.11.2017;59,4;69,99
19.11.2017;100,15;118
19.11.2017;58,56;69
19.11.2017;58,56;69
19.11.2017;221,52;261
19.11.2017;44,13;52
19.11.2017;39,25;46,25
19.11.2017;495,58;583,9
19.11.2017;66,2;78
19.11.2017;37,34;44
19.11.2017;44,6;52,55
19.11.2017;39,89;47
19.11.2017;167,63;197,5
19.11.2017;92,09;108,5
19.11.2017;75,54;89
19.11.2017;57,15;67,34
19.11.2017;121,06;142,63
19.11.2017;137,5;162
19.11.2017;14,85;17,5
19.11.2017;22,12;26,06
19.11.2017;23,76;28
19.11.2017;24,61;29
19.11.2017;25,45;29,99
19.11.2017;30,55;36
19.11.2017;30,55;36
19.11.2017;44,13;52
19.11.2017;41,59;49
19.11.2017;24,61;29
19.11.2017;42,42;49,98
19.11.2017;58,45;68,87
19.11.2017;33,95;40
19.11.2017;39,89;47
19.11.2017;62,59;73,75
19.11.2017;62,59;73,75
19.11.2017;49,23;58
19.11.2017;43,29;51
19.11.2017;16,97;19,99
19.11.2017;16,97;19,99
19.11.2017;25,45;29,99
19.11.2017;65,35;77
19.11.2017;60,47;71,25
19.11.2017;60,47;71,25
19.11.2017;150,65;177,5
19.11.2017;150,23;177
19.11.2017;58,56;69
19.11.2017;148,52;174,99
19.11.2018;131,64;150
19.11.2018;263,28;299,99
19.11.2018;144,81;165
19.11.2018;221,99;252,95
19.11.2018;210,63;240
19.11.2018;49,15;56
19.11.2018;430,03;490
19.11.2018;469,52;535
19.11.2018;288,35;328,56
19.11.2018;124,18;141,5
19.11.2018;66,69;75,99
19.11.2018;51,73;58,94
19.11.2018;175,52;200
19.11.2018;109,7;125
19.11.2018;70,21;80
19.11.2018;202,07;230,25
19.11.2018;190,88;217,5
19.11.2018;197,22;224,72
19.11.2018;190,88;217,5
19.11.2018;174,65;199
19.11.2018;19,88;22,65
19.11.2018;19,31;22
19.11.2018;15,8;18
19.11.2018;126,82;144,5
19.11.2018;13,16;15
19.11.2018;26,32;29,99
19.11.2018;96,54;110
19.11.2018;212,82;242,5
19.11.2018;107,51;122,5
19.11.2018;148,75;169,49
19.11.2018;35,98;41
19.11.2018;50;75,53
19.11.2018;66,7;76
19.11.2018;55,95;63,75
19.11.2018;54,63;62,25
19.11.2018;437,93;499
19.11.2018;168,94;192,5
19.11.2018;48,23;54,95
19.11.2018;105,31;119,99
19.11.2018;154,45;175,99
19.11.2018;35,98;41
19.11.2018;138,22;157,5
19.11.2018;155,65;177,36
19.11.2018;150,51;171,5
19.11.2018;258,9;295
19.11.2018;169,82;193,5
19.11.2018;399,32;455
19.11.2018;525,69;599
19.11.2018;24,57;28
19.11.2018;64,07;73
19.11.2018;31,73;36,16
19.11.2018;31,73;36,16
19.11.2018;31,73;36,16
19.11.2018;46,74;
19.12.2014;150,66;185
19.12.2014;82,25;101
19.12.2014;111,98;137,5
19.12.2014;193,42;237,5
19.12.2014;219,9;270,02
19.12.2014;230,22;282,69
19.12.2014;146,58;179,99
19.12.2014;112,38;138
19.12.2014;319,24;392
19.12.2014;124,19;152,5
19.12.2014;496,77;610
19.12.2014;40,72;50
19.12.2014;45,32;55,65
19.12.2014;25,32;31,09
19.12.2014;61,89;76
19.12.2014;30,17;37,05
19.12.2014;56,97;69,95
19.12.2014;20,35;24,99
19.12.2014;21,18;26,01
19.12.2014;25,25;31
19.12.2014;12,09;14,84
19.12.2014;28,5;35
19.12.2014;28,5;35
19.12.2014;16,29;20
19.12.2014;19,04;23,38
19.12.2014;116,05;142,5
19.12.2014;61,89;76
19.12.2014;81,44;100
19.12.2014;62,78;77,09
19.12.2014;132,34;162,5
19.12.2014;44,79;55
19.12.2014;40,72;50
19.12.2014;48,86;60
19.12.2014;9,77;12
19.12.2014;309,47;380
19.12.2014;91,41;112,24
19.12.2014;181,2;222,5
19.12.2014;181,2;222,5
19.12.2014;32,53;39,95
19.12.2014;162,87;199,99
19.12.2014;168,98;207,5
19.12.2014;39,73;48,79
19.12.2014;41,53;51
19.12.2014;20,35;24,99
19.12.2014;33,39;41
19.12.2014;37,46;46
19.12.2014;205,62;252,49
19.12.2014;43,98;54
19.12.2014;143,33;176
19.12.2014;254,89;312,98
19.12.2014;17,88;21,95
19.12.2014;501,66;616
19.12.2014;26,06;32
19.12.2014;47,34;58,13
19.12.2014;47,34;58,13
19.12.2014;47,34;58,13
19.12.2014;47,34;58,13
19.12.2014;29,75;36,53
19.12.2014;48,86;60
19.12.2014;56,19;69
19.12.2014;30,13;37
19.12.2014;65,13;79,98
19.12.2015;202,51;219,4
19.12.2015;203,05;219,99
19.12.2015;91,38;99
19.12.2015;51,69;56
19.12.2015;28,61;31
19.12.2015;29,7;32,18
19.12.2015;27,69;30
19.12.2015;56,3;61
19.12.2015;73,84;80
19.12.2015;16,61;18
19.12.2015;11,08;12
19.12.2015;27,68;29,99
19.12.2015;11,54;12,5
19.12.2015;50,53;54,75
19.12.2015;37,84;41
19.12.2015;41,54;45
19.12.2015;42,46;46
19.12.2015;60,92;66
19.12.2015;36,92;40
19.12.2015;70,15;76
19.12.2015;70,2;76,05
19.12.2015;42,47;46,01
19.12.2015;42,46;46
19.12.2015;92,3;100
19.12.2015;42,92;46,5
19.12.2015;20,77;22,5
19.12.2015;24,93;27,01
19.12.2015;42,97;46,55
19.12.2015;118,61;128,5
19.12.2015;395,97;429
19.12.2015;43,38;47
19.12.2015;41,54;45
19.12.2015;41,54;45
19.12.2015;437,98;474,51
19.12.2015;303,67;329
19.12.2015;41,54;45
19.12.2015;54,97;59,55
19.12.2015;186,91;202,5
19.12.2015;113,07;122,5
19.12.2015;165,22;179
19.12.2015;41,53;44,99
19.12.2015;189,68;205,5
19.12.2015;196,14;212,5
19.12.2015;163,83;177,5
19.12.2015;31,69;34,33
19.12.2015;32,19;34,88
19.12.2015;36,92;40
19.12.2015;100,61;109
19.12.2016;127,29;132,5
19.12.2016;144,09;149,99
19.12.2016;199,34;207,5
19.12.2016;240,19;250,03
19.12.2016;34,58;36
19.12.2016;281,47;293
19.12.2016;45,14;46,99
19.12.2016;299,72;312
19.12.2016;60,52;63
19.12.2016;19,69;20,5
19.12.2016;28,81;29,99
19.12.2016;28,82;30
19.12.2016;38,43;40
19.12.2016;28,81;29,99
19.12.2016;45,15;47
19.12.2016;26,9;28
19.12.2016;25,48;26,52
19.12.2016;96,07;100
19.12.2016;47,07;49
19.12.2016;243,05;253
19.12.2016;68,21;71
19.12.2016;33,62;35
19.12.2016;33,62;35
19.12.2016;19,69;20,5
19.12.2016;10,09;10,5
19.12.2016;33,62;35
19.12.2016;32,02;33,33
19.12.2016;32,02;33,33
19.12.2016;32,02;33,33
19.12.2016;191,17;199
19.12.2016;110,48;115
19.12.2016;29,78;31
19.12.2016;127,29;132,5
19.12.2016;48,02;49,99
19.12.2016;37,47;39
19.12.2016;19,2;19,99
19.12.2016;144,1;150
19.12.2016;720,48;749,99
19.12.2016;52,84;55
19.12.2016;81,43;84,76
19.12.2017;75,64;89
19.12.2017;517,25;611
19.12.2017;151,25;178,66
19.12.2017;257,35;304
19.12.2017;374,18;442
19.12.2017;266,67;315
19.12.2017;830,52;981,05
19.12.2017;280,54;331,39
19.12.2017;18,63;22,01
19.12.2017;22,1;26
19.12.2017;12,69;14,99
19.12.2017;205,29;242,5
19.12.2017;53,6;63,32
19.12.2017;53,65;63,37
19.12.2017;55,64;65,73
19.12.2017;33,82;39,95
19.12.2017;60,11;71
19.12.2017;55,87;66
19.12.2017;57,57;68
19.12.2017;71,86;84,88
19.12.2017;29,83;35,1
19.12.2017;12,69;14,99
19.12.2017;19,56;23,1
19.12.2017;43,17;51
19.12.2017;52,7;62
19.12.2017;16,5;19,49
19.12.2017;21,16;25
19.12.2017;66,03;78
19.12.2017;35,56;42
19.12.2017;21,16;25
19.12.2017;55,82;65,94
19.12.2017;31,31;36,99
19.12.2017;42,33;50
19.12.2017;60,95;72
19.12.2017;126,98;150
19.12.2017;76,49;89,99
19.12.2017;56,1;66
19.12.2017;25,5;30
19.12.2017;49,74;58,75
19.12.2017;30,48;36
19.12.2017;31,32;37
19.12.2017;29,62;34,99
19.12.2017;29,62;34,99
19.12.2017;29,62;34,99
19.12.2017;145,18;171,49
19.12.2017;251,43;297
19.12.2017;196,83;232,5
19.12.2017;205,4;242,63
19.12.2018;213,4;242,5
19.12.2018;47,52;54
19.12.2018;24,64;28
19.12.2018;42,24;48
19.12.2018;101,2;115
19.12.2018;60,72;69
19.12.2018;114,4;130
19.12.2018;175,12;199
19.12.2018;37,84;43
19.12.2018;747,13;849
19.12.2018;99,01;112,51
19.12.2018;95,04;108
19.12.2018;70,39;79,99
19.12.2018;95,05;108,01
19.12.2018;183,92;209
19.12.2018;49,28;56
19.12.2018;78,32;89
19.12.2018;39,6;45
19.12.2018;42,42;48,2
19.12.2018;91,08;103,5
19.12.2018;220;250
19.12.2018;31,24;35,5
19.12.2018;31,24;35,5
19.12.2018;22,88;26
19.12.2018;47,52;54
20.01.2015;103,6;120,5
20.01.2015;135,84;158
20.01.2015;113,91;132,5
20.01.2015;45,57;53,01
20.01.2015;58,46;68
20.01.2015;258,78;301
20.01.2015;65,34;76
20.01.2015;61,9;72
20.01.2015;85,97;100
20.01.2015;66,2;77
20.01.2015;300,9;349,99
20.01.2015;386,4;449,44
20.01.2015;353,83;411,56
20.01.2015;22,06;25,66
20.01.2015;26,65;31
20.01.2015;22,06;25,66
20.01.2015;171,95;200
20.01.2015;26,22;30,5
20.01.2015;26,22;30,5
20.01.2015;42,99;50
20.01.2015;42,99;50
20.01.2015;38,97;45,33
20.01.2015;18,48;21,49
20.01.2015;17,62;20,5
20.01.2015;17,19;19,99
20.01.2015;29,51;34,33
20.01.2015;30,95;36
20.01.2015;28,65;33,33
20.01.2015;28,65;33,33
20.01.2015;34,38;39,99
20.01.2015;28,65;33,33
20.01.2015;33,52;38,99
20.01.2015;43,85;51
20.01.2015;31,81;37
20.01.2015;22,06;25,66
20.01.2015;22,01;25,6
20.01.2015;22,01;25,6
20.01.2015;22,01;25,6
20.01.2015;25,79;30
20.01.2015;30,08;34,99
20.01.2015;22,78;26,5
20.01.2015;31,81;37
20.01.2015;43,89;51,05
20.01.2015;77,37;89,99
20.01.2015;74,8;87
20.01.2015;77,38;90
20.01.2015;42,99;50
20.01.2015;40,41;47
20.01.2015;26,22;30,5
20.01.2015;26,22;30,5
20.01.2015;128,96;150
20.01.2015;30,09;35
20.01.2015;23,21;27
20.01.2015;54,16;63
20.01.2015;107,47;125
20.01.2015;77,37;89,99
20.01.2015;69,64;81
20.01.2015;67,72;78,77
20.01.2015;34,39;40
20.01.2015;55,88;65
20.01.2015;57,59;66,99
20.01.2015;137,56;160
20.01.2015;68,75;79,97
20.01.2015;42,98;49,99
20.01.2015;75,66;88
20.01.2015;245,02;285
20.01.2015;131,77;153,27
20.01.2015;24,06;27,99
20.01.2015;34,4;40,01
20.01.2015;34,38;39,99
20.01.2015;85,97;100
20.01.2015;154,32;179,5
20.01.2015;93,71;109
20.01.2015;85,11;99
20.01.2015;153,4;178,43
20.01.2015;226,87;263,89
20.01.2015;70,21;81,67
20.01.2015;195,59;227,5
20.01.2015;97,26;113,13
20.01.2015;180,54;210
20.01.2016;178,05;195
20.01.2016;1.626,17;1.781,00
20.01.2016;51,13;56
20.01.2016;11,41;12,5
20.01.2016;9,59;10,5
20.01.2016;26,27;28,77
20.01.2016;18,25;19,99
20.01.2016;19,65;21,52
20.01.2016;23,75;26,01
20.01.2016;18,25;19,99
20.01.2016;87,65;96
20.01.2016;22,82;24,99
20.01.2016;32,87;36
20.01.2016;159,79;175
20.01.2016;52,96;58
20.01.2017;137,94;147,5
20.01.2017;56,11;60
20.01.2017;60,79;65
20.01.2017;83,23;89
20.01.2017;23,37;24,99
20.01.2017;38,34;41
20.01.2017;80,43;86,01
20.01.2017;172,54;184,5
20.01.2017;2.524,94;2.700,00
20.01.2017;93,51;99,99
20.01.2017;71,07;76
20.01.2017;69,19;73,99
20.01.2017;66,4;71
20.01.2017;62,66;67
20.01.2017;122,97;131,5
20.01.2017;20,11;21,5
20.01.2017;20,11;21,5
20.01.2017;71,07;76
20.01.2018;168,02;205,5
20.01.2018;17,98;21,99
20.01.2018;49,02;59,95
20.01.2018;29,43;35,99
20.01.2018;23,7;28,99
20.01.2018;28,63;35
20.01.2018;35,15;42,99
20.01.2018;36,79;45
20.01.2018;163,52;199,99
20.01.2018;40,87;49,99
20.01.2018;72,77;89
20.01.2018;96,07;117,5
20.01.2018;22,56;27,59
20.01.2018;1.374,29;1.680,00
20.01.2018;570,17;697
20.01.2019;250,74;285
20.01.2019;269,66;306,51
20.01.2019;104,08;118,3
20.01.2019;152,2;173
20.01.2019;128,42;145,97
20.01.2019;247,89;281,76
20.01.2019;337,83;384
20.01.2019;356,31;405
20.01.2019;31,67;36
20.01.2019;29,9;33,99
20.01.2019;40,47;46
20.01.2019;70,07;
20.01.2019;36,07;41
20.01.2019;35,19;40
20.01.2019;59,82;68
20.01.2019;80,06;91
20.01.2019;88,31;
20.01.2019;35,19;40
20.01.2019;35,19;40
20.01.2019;27,27;31
20.01.2019;33,19;
20.01.2019;33,19;
20.01.2019;16,61;18,88
20.01.2019;33,19;
20.01.2019;33,5;38,08
20.01.2019;22,89;26
20.01.2019;32,55;37
20.01.2019;13,2;15
20.01.2019;26,44;30,05
20.01.2019;50,14;56,99
20.01.2019;36,07;41
20.01.2019;26,39;30
20.01.2019;101,61;115,5
20.01.2019;41,34;46,99
20.01.2019;39,59;45
20.01.2019;63,34;72
20.01.2019;87,93;99,95
20.01.2019;53,11;
20.01.2019;343,25;390,15
20.01.2019;55,43;63
20.01.2019;24,63;28
20.01.2019;80,06;91
20.01.2019;39,78;45,22
20.01.2019;35,19;40
20.01.2019;35,15;39,95
20.01.2019;138,57;157,5
20.01.2019;32,55;37
20.01.2019;40,47;46
20.01.2019;112,18;127,51
20.01.2019;165,84;188,5
20.01.2019;41,35;47
20.01.2019;25,51;29
20.02.2015;107,55;122,5
20.02.2015;70,23;79,99
20.02.2015;162,42;185
20.02.2015;285,33;325
20.02.2015;219,72;250,27
20.02.2015;238,36;271,5
20.02.2015;966,61;1.101,01
20.02.2015;16,92;19,27
20.02.2015;19,75;22,5
20.02.2015;68,26;77,75
20.02.2015;68,26;77,75
20.02.2015;92,84;105,75
20.02.2015;92,84;105,75
20.02.2015;277,43;316
20.02.2015;24,58;28
20.02.2015;39,9;45,45
20.02.2015;19,53;22,25
20.02.2015;21,95;25
20.02.2015;51,8;59
20.02.2015;43,13;49
20.02.2015;50,92;58
20.02.2015;46,53;53
20.02.2015;18;20,5
20.02.2015;66,72;76
20.02.2015;26,41;30
20.02.2015;55,35;63,05
20.02.2015;21,95;25
20.02.2015;56,93;64,85
20.02.2015;56,93;64,85
20.02.2015;184,8;210,5
20.02.2015;51,8;59
20.02.2015;93,06;106
20.02.2015;13,16;14,95
20.02.2015;327,46;372,99
20.02.2015;160,21;182,49
20.02.2015;247,93;282,4
20.02.2015;355,56;405
20.02.2015;13,12;14,94
20.02.2015;303,67;345,89
20.02.2015;167,25;190,5
20.02.2015;59,7;68
20.02.2015;53,55;61
20.02.2015;45,65;52
20.02.2015;32,48;37
20.02.2015;36;41
20.02.2016;180,08;200
20.02.2016;90,04;100
20.02.2016;64,15;71,25
20.02.2016;58,53;65
20.02.2016;495,21;549,99
20.02.2016;179,18;199
20.02.2016;33,27;36,95
20.02.2016;45,01;49,99
20.02.2016;58,56;65,04
20.02.2017;214,98;228,51
20.02.2017;88,74;94,33
20.02.2017;90,94;96,66
20.02.2017;177,81;189
20.02.2017;338,68;360
20.02.2017;258,72;275
20.02.2017;255,89;272
20.02.2017;329,28;350
20.02.2017;168,4;179
20.02.2017;13,73;14,59
20.02.2017;28,21;29,99
20.02.2017;30,82;32,76
20.02.2017;29,18;31,02
20.02.2017;38,57;41
20.02.2017;25,4;27
20.02.2017;15,52;16,5
20.02.2017;83,73;89
20.02.2017;23,52;25
20.02.2017;37,62;39,99
20.02.2017;111,48;118,5
20.02.2017;67,74;72
20.02.2017;244,61;260
20.02.2017;188,15;199,99
20.02.2017;115,3;122,56
20.02.2017;20,23;21,5
20.02.2017;42,34;45
20.02.2017;177,81;189
20.02.2017;34,2;36,35
20.02.2017;150,78;160,27
20.02.2017;31,15;33,11
20.02.2017;56,44;59,99
20.02.2017;41,81;44,44
20.02.2017;47,03;49,99
20.02.2017;24,46;26
20.02.2017;38,57;41
20.02.2017;134,06;142,5
20.02.2017;166,99;177,5
20.02.2017;191,97;204,05
20.02.2017;81,38;86,5
20.02.2017;149,59;159
20.02.2017;155,23;165
20.02.2017;33,26;35,35
20.02.2018;165,83;205,57
20.02.2018;129,34;160,33
20.02.2018;291,05;360,79
20.02.2018;182,75;227,5
20.02.2018;140,58;175
20.02.2018;22,59;28
20.02.2018;38,72;48
20.02.2018;86,72;107,5
20.02.2018;40,16;49,99
20.02.2018;144,56;179,95
20.02.2018;64,23;79,95
20.02.2018;40,17;50
20.02.2018;153,83;191,5
20.02.2018;449,05;559
20.02.2018;100,41;124,99
20.02.2018;48,19;59,99
20.02.2018;42,58;53
20.02.2018;17,35;21,6
20.02.2018;99,91;123,85
20.02.2018;123,01;152,49
20.02.2018;32,26;39,99
20.02.2018;255,25;315
20.02.2018;146,25;180,49
20.02.2018;100,07;123,5
20.02.2018;145,78;179,91
20.02.2018;183,41;226,34
20.02.2018;42,14;52
20.02.2018;151,53;187
20.02.2018;158,01;195
20.02.2018;58,35;72,01
20.02.2019;156,6;177,5
20.02.2019;132,34;150
20.02.2019;113,37;128,5
20.02.2019;402,31;456
20.02.2019;284,28;322,22
20.02.2019;67,93;77
20.02.2019;18,31;20,75
20.02.2019;18,09;20,5
20.02.2019;19,85;22,5
20.02.2019;27,31;30,96
20.02.2019;27,31;30,96
20.02.2019;31,75;35,99
20.02.2019;18,97;21,5
20.02.2019;137,85;156,25
20.02.2019;27,78;31,5
20.02.2019;27,78;31,5
20.02.2019;12,97;14,5
20.02.2019;341,39;386,95
20.02.2019;27,35;31
20.02.2019;52,93;59,99
20.02.2019;151,92;172,19
20.02.2019;23,72;26,88
20.03.2015;214,97;228,38
20.03.2015;310,62;329,99
20.03.2015;41,89;44,5
20.03.2015;49,9;53,01
20.03.2015;124,72;132,5
20.03.2015;52,71;56
20.03.2015;57,41;60,99
20.03.2015;93,19;99
20.03.2015;52,71;56
20.03.2015;73,42;78
20.03.2015;75,29;79,99
20.03.2015;129,43;137,5
20.03.2015;20,04;21,29
20.03.2015;19,53;20,75
20.03.2015;25,41;26,99
20.03.2015;18,83;20
20.03.2015;27,18;28,88
20.03.2015;42,35;44,99
20.03.2015;48,01;51
20.03.2015;66,83;71
20.03.2015;28,24;30
20.03.2015;47,07;50
20.03.2015;25,42;27
20.03.2015;71,54;76
20.03.2015;29,18;31
20.03.2015;32,43;34,45
20.03.2015;22,47;23,87
20.03.2015;99,08;105,26
20.03.2015;544,91;578,89
20.03.2015;190,6;202,49
20.03.2015;94,13;100
20.03.2016;226,32;255,55
20.03.2016;278,97;315
20.03.2016;222,73;251,5
20.03.2016;163,84;185
20.03.2016;321,29;362,78
20.03.2016;105,56;119,19
20.03.2016;58,45;66
20.03.2016;25,44;28,72
20.03.2016;53,13;59,99
20.03.2016;35,43;40
20.03.2016;35,42;39,99
20.03.2016;132,84;150
20.03.2016;226,59;255,85
20.03.2016;35,42;39,99
20.03.2016;19,04;21,5
20.03.2016;18,16;20,51
20.03.2016;11,5;12,99
20.03.2016;22,13;24,99
20.03.2016;30,11;34
20.03.2016;101,85;115
20.03.2016;39,46;44,56
20.03.2016;37,2;42
20.03.2016;52,25;59
20.03.2016;71,74;81
20.03.2016;40,74;46
20.03.2016;25,29;28,56
20.03.2016;41,51;46,87
20.03.2016;88,55;99,99
20.03.2016;26,57;30
20.03.2016;69,76;78,77
20.03.2016;221,41;250
20.03.2016;36,31;41
20.03.2016;25,68;29
20.03.2016;36,31;41
20.03.2016;26,56;29,99
20.03.2016;26,56;29,99
20.03.2016;31,96;36,09
20.03.2016;14,18;16,01
20.03.2016;14,6;16,49
20.03.2016;179,34;202,5
20.03.2017;107,11;115
20.03.2017;36,79;39,5
20.03.2017;30;32,21
20.03.2017;51,23;55
20.03.2017;32,13;34,5
20.03.2017;29,34;31,5
20.03.2017;28,87;31
20.03.2017;33,52;35,99
20.03.2017;31,67;34
20.03.2017;456,39;490
20.03.2017;409,82;440
20.03.2017;69,85;74,99
20.03.2017;61,14;65,64
20.03.2017;36,32;39
20.03.2017;43,76;46,98
20.03.2017;31,2;33,5
20.03.2017;57,75;62
20.03.2017;71,72;77
20.03.2017;47,49;50,99
20.03.2018;59,45;73
20.03.2018;28,5;35
20.03.2018;312,25;385
20.03.2018;267,64;330
20.03.2018;97,73;120,5
20.03.2018;405,52;500
20.03.2018;21,09;26
20.03.2018;78,18;96
20.03.2018;214,92;265
20.03.2018;16,69;20,5
20.03.2018;29,32;36
20.03.2018;15,41;19
20.03.2018;33,33;41,1
20.03.2018;26,22;32,33
20.03.2018;97,71;119,99
20.03.2018;248,37;305
20.03.2018;47,05;57,78
20.03.2018;32,57;40
20.03.2018;27,7;34,02
20.03.2018;139,66;171,5
20.03.2018;162,86;199,99
20.03.2018;35,02;43
20.03.2018;152,81;187,65
20.03.2018;50,09;61,51
20.03.2018;101,78;124,99
20.03.2018;831,31;1.025,00
20.03.2018;48,65;59,99
20.04.2015;24,6;26,5
20.04.2015;63,1;67,99
20.04.2015;129,94;140
20.04.2015;164,74;177,5
20.04.2015;19,49;21
20.04.2015;24,13;26
20.04.2015;25,05;26,99
20.04.2015;51,04;54,99
20.04.2015;97,92;105,5
20.04.2015;41,76;44,99
20.04.2015;105,55;113,73
20.04.2015;116,01;125
20.04.2015;64,96;69,99
20.04.2015;39,91;43
20.04.2015;29,7;32
20.04.2015;90,02;96,99
20.04.2015;348,05;375,01
20.04.2015;51,04;54,99
20.04.2015;75,18;81
20.04.2015;199,54;214,99
20.04.2015;19,03;20,5
20.04.2015;18,56;20
20.04.2015;29,7;32
20.04.2016;280,7;317,12
20.04.2016;26,55;30
